symbol,date,year,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
NATH,2011-03-27,2011,17.47,5403000.0,94390410.0,8940000.0,4065000.0,89515410.0
NATH,2012-03-25,2012,22.2,4906000.0,108913200.0,6029000.0,4664000.0,107548200.0
NATH,2013-03-31,2013,44.65,4400000.0,196460000.0,13403000.0,764000.0,183821000.0
NATH,2014-03-30,2014,49.25,4450000.0,219162500.0,22077000.0,661000.0,197746500.0
NATH,2015-03-29,2015,44.95,4486000.0,201645700.0,51393000.0,129140000.0,279392700.0
NATH,2016-03-27,2016,45.18,4430000.0,200147400.0,50228000.0,130266000.0,280185400.0
NATH,2017-03-26,2017,66.45,4172000.0,277229400.0,56915000.0,131475000.0,351789400.0
NATH,2018-03-25,2018,81.0,4181000.0,338661000.0,57339000.0,144758000.0,426080000.0
NATH,2019-03-31,2019,69.05,4187000.0,289112350.0,75446000.0,148136000.0,361802350.0
NC,2009-12-31,2009,4.03,30097087.0,121291260.61000001,256000000.0,22000000.0,-112708739.38999999
NC,2010-12-31,2010,8.28,8272251.0,68494238.28,261000000.0,22000000.0,-170505761.72
NC,2011-12-31,2011,7.66,0.0,0.0,338600000.0,307200000.0,-31400000.0
NC,2012-12-31,2012,14.72,21428571.0,315428565.12,139000000.0,7000000.0,183428565.12
NC,2013-12-31,2013,13.6,8105000.0,110228000.0,95390000.0,7859000.0,22697000.0
NC,2014-12-31,2014,12.58,7590000.0,95482200.0,61135000.0,1467000.0,35814200.0
NC,2015-12-31,2015,10.87,7001000.0,76100870.0,52499000.0,1504000.0,25105870.0
NC,2016-12-31,2016,16.94,6818000.0,115496920.00000001,80648000.0,1744000.0,36592920.000000015
NC,2017-12-31,2017,41.95,6830000.0,286518500.0,101600000.0,43146000.0,228064500.0
NC,2018-12-31,2018,34.46,6924000.0,238601040.0,85257000.0,7021000.0,160365040.0
NC,2019-12-31,2019,47.1,6974000.0,328475400.0,122892000.0,24148000.0,229731400.0
NKE,2009-05-31,2009,12.95,484039087.0,6268306176.65,2291000000.0,374000000.0,4351306176.65
NKE,2010-05-31,2010,16.89,0.0,0.0,3079100000.0,453200000.0,-2625900000.0
NKE,2011-05-31,2011,22.5,475500000.0,10698750000.0,1955000000.0,476000000.0,9219750000.0
NKE,2012-05-31,2012,21.95,460000000.0,10097000000.0,2317000000.0,277000000.0,8057000000.0
NKE,2013-05-31,2013,31.84,897300000.0,28570032000.0,3337000000.0,1267000000.0,26500032000.0
NKE,2014-05-31,2014,38.78,883400000.0,34258252000.0,2220000000.0,1206000000.0,33244252000.0
NKE,2015-05-31,2015,54.01,861700000.0,46540417000.0,3852000000.0,1186000000.0,43874417000.0
NKE,2016-05-31,2016,55.2,1697900000.0,93724080000.0,3138000000.0,2054000000.0,92640080000.0
NKE,2017-05-31,2017,59.0,1657800000.0,97810200000.0,3808000000.0,3477000000.0,97479200000.0
NKE,2018-05-31,2018,79.68,1623800000.0,129384384000.00002,4249000000.0,3474000000.0,128609384000.00002
NKE,2019-05-31,2019,83.95,1579700000.0,132615815000.0,4466000000.0,3470000000.0,131619815000.0
NVR,2009-12-31,2009,684.14,5806042.0,3972145573.88,1248689000.0,12344000.0,2735800573.88
NVR,2010-12-31,2010,787.31,5893000.0,4639617830.0,1193750000.0,3502000.0,3449369830.0
NVR,2011-12-31,2011,702.0,5469000.0,3839238000.0,480794000.0,3226000.0,3361670000.0
NVR,2012-12-31,2012,1040.86,5011000.0,5215749459.999999,1153507000.0,0.0,4062242459.999999
NVR,2013-12-31,2013,1120.2,4737124.0,5306526304.8,866253000.0,0.0,4440273304.8
NVR,2014-12-31,2014,1254.23,4278000.0,5365595940.0,545419000.0,0.0,4820176940.0
NVR,2015-12-31,2015,1651.0,4022000.0,6640322000.0,425316000.0,0.0,6215006000.0
NVR,2016-12-31,2016,1876.83,3847000.0,7220165010.0,396619000.0,0.0,6823546010.0
NVR,2017-12-31,2017,3206.77,3733000.0,11970872410.0,667863000.0,0.0,11303009410.0
NVR,2018-12-31,2018,2649.77,3631000.0,9621314870.0,732248000.0,0.0,8889066870.0
NVR,2019-12-31,2019,3966.76,3641000.0,14442973160.0,281000.0,0.0,14442692160.0
NXST,2009-12-31,2009,4.58,28426000.0,130191080.0,12752000.0,12189000.0,129628080.0
NXST,2010-12-31,2010,4.84,28434000.0,137620560.0,23658000.0,9061000.0,123023560.0
NXST,2011-12-31,2011,8.5,0.0,0.0,7546000.0,640361000.0,632815000.0
NXST,2012-12-31,2012,14.24,28940.0,412105.60000000003,68999000.0,857642000.0,789055105.6
NXST,2013-12-31,2013,47.52,29897000.0,1420705440.0,40028000.0,1071119000.0,2451796440.0
NXST,2014-12-31,2014,49.9,30774000.0,1535622600.0,131912000.0,1236144000.0,2639854600.0
NXST,2015-12-31,2015,45.21,31100000.0,1406031000.0,43416000.0,1476214000.0,2838829000.0
NXST,2016-12-31,2016,64.55,30687000.0,1980845850.0,87680000.0,2342419000.0,4235584850.0
NXST,2017-12-31,2017,77.8,45754000.0,3559661200.0,115652000.0,4362460000.0,7806469200.0
NXST,2018-12-31,2018,83.91,45718000.0,3836197380.0,145115000.0,3981003000.0,7672085380.0
NXST,2019-12-31,2019,121.97,45986000.0,5608912420.0,232070000.0,8492588000.0,13869430420.0
NYT,2009-12-27,2009,13.02,-491000000.0,-6392820000.0,36520000.0,181887000.0,-6247453000.0
NYT,2010-12-26,2010,10.49,145636000.0,1527721640.0,369668000.0,996405000.0,2154458640.0
NYT,2011-12-25,2011,7.95,147190000.0,1170160500.0,175151000.0,773140000.0,1768149500.0
NYT,2012-12-30,2012,8.9,148147000.0,1318508300.0,820489000.0,697078000.0,1195097300.0
NYT,2013-12-29,2013,14.61,149755000.0,2187920550.0,482745000.0,684142000.0,2389317550.0
NYT,2014-12-28,2014,13.13,150673000.0,1978336490.0,176607000.0,650120000.0,2451849490.0
NYT,2015-12-27,2015,13.03,164390000.0,2142001700.0,105776000.0,431228000.0,2467453700.0
NYT,2016-12-25,2016,13.1,161128000.0,2110776800.0,100692000.0,246978000.0,2257062800.0
NYT,2017-12-31,2017,23.55,161926000.0,3813357300.0,182911000.0,250209000.0,3880655300.0
NYT,2018-12-30,2018,26.18,164845000.0,4315642100.0,241504000.0,507260000.0,4581398100.0
NYT,2019-12-29,2019,32.8,166042000.0,5446177600.0,230431000.0,123840000.0,5339586600.0
OMC,2009-12-31,2009,35.3,351419558.0,12405110397.4,1587000000.0,36000000.0,10854110397.4
OMC,2010-12-31,2010,44.82,299600000.0,13428072000.0,2288700000.0,1400000.0,11140772000.0
OMC,2011-12-31,2011,46.26,279000000.0,12906540000.0,1781200000.0,2524200000.0,13649540000.0
OMC,2012-12-31,2012,54.31,268300000.0,14571373000.0,2678300000.0,3789500000.0,15682573000.0
OMC,2013-12-31,2013,73.98,258900000.0,19153422000.0,2710500000.0,3781100000.0,20224022000.0
OMC,2014-12-31,2014,72.8,253900000.0,18483920000.0,2388100000.0,4563000000.0,20658820000.0
OMC,2015-12-31,2015,73.35,244200000.0,17912070000.0,2605200000.0,4565600000.0,19872470000.0
OMC,2016-12-31,2016,87.09,237900000.0,20718711000.0,3002200000.0,4920600000.0,22637111000.0
OMC,2017-12-31,2017,76.8,232300000.0,17840640000.0,3796000000.0,4923900000.0,18968540000.0
OMC,2018-12-31,2018,77.42,226600000.0,17543372000.0,3652400000.0,4883700000.0,18774672000.0
OMC,2019-12-31,2019,75.99,219800000.0,16702601999.999998,4305700000.0,5134300000.0,17531202000.0
ORLY,2009-12-31,2009,37.8,136230000.0,5149494000.0,26935000.0,106708000.0,5229267000.0
ORLY,2010-12-31,2010,56.51,138654000.0,7835337540.0,29721000.0,534778000.0,8340394540.0
ORLY,2011-12-31,2011,82.35,134667000.0,11089827450.0,361552000.0,797574000.0,11525849450.0
ORLY,2012-12-31,2012,91.74,121182000.0,11117236680.0,248128000.0,1095956000.0,11965064680.0
ORLY,2013-12-31,2013,132.29,109244000.0,14451888760.0,231318000.0,1396208000.0,15616778760.0
ORLY,2014-12-31,2014,187.36,104262000.0,19534528320.0,250560000.0,1396640000.0,20680608320.0
ORLY,2015-12-31,2015,260.9,99965000.0,26080868499.999996,116301000.0,1390018000.0,27354585499.999996
ORLY,2016-12-31,2016,261.89,95447000.0,24996614830.0,146598000.0,2136920000.0,26986936830.0
ORLY,2017-12-31,2017,268.27,88426000.0,23722043020.0,46348000.0,3217577000.0,26893272020.0
ORLY,2018-12-31,2018,345.68,81406000.0,28140426080.0,31315000.0,3671112000.0,31780223080.0
ORLY,2019-12-31,2019,419.88,76985000.0,32324461800.0,40406000.0,4206588000.0,36490643800.0
OXM,2009-01-31,2009,4.25,15637000000.0,66457250000.0,3290000.0,92806000.0,66546766000.0
OXM,2010-01-30,2010,20.29,15562000.0,315752980.0,8288000.0,81831000.0,389295980.0
OXM,2011-01-29,2011,24.12,16537000.0,398872440.0,44094000.0,83211000.0,437989440.0
OXM,2012-01-28,2012,50.96,16510000.0,841349600.0,13373000.0,105976000.0,933952600.0
OXM,2013-02-02,2013,49.66,16563000.0,822518580.0,7517000.0,116496000.0,931497580.0
OXM,2014-02-01,2014,78.45,16450000.0,1290502500.0,8483000.0,141585000.0,1423604500.0
OXM,2015-01-31,2015,55.54,16429000.0,912466660.0,5281000.0,108968000.0,1016153660.0
OXM,2016-01-30,2016,72.63,16456000.0,1195199280.0,6323000.0,43975000.0,1232851280.0
OXM,2017-01-28,2017,57.55,16522000.0,950841100.0,6332000.0,91509000.0,1036018100.0
OXM,2018-02-03,2018,82.46,16600000.0,1368836000.0,6343000.0,45809000.0,1408302000.0
OXM,2019-02-02,2019,78.13,16678000.0,1303052140.0,8327000.0,12993000.0,1307718140.0
PAG,2009-12-31,2009,14.06,84527472.0,1188456256.32,13769000.0,785368000.0,1960055256.32
PAG,2010-12-31,2010,16.93,0.0,0.0,16621000.0,983878000.0,967257000.0
PAG,2011-12-31,2011,22.92,0.0,0.0,29116000.0,992064000.0,962948000.0
PAG,2012-12-31,2012,31.69,90318000.0,2862177420.0,43753000.0,937517000.0,3755941420.0
PAG,2013-12-31,2013,43.13,90273747.0,3893506708.11,49800000.0,1083200000.0,4926906708.110001
PAG,2014-12-31,2014,48.35,90318839.0,4366915865.650001,36300000.0,1352600000.0,5683215865.650001
PAG,2015-12-31,2015,31.37,89759626.0,2815759467.62,62400000.0,1284300000.0,4037659467.62
PAG,2016-12-31,2016,54.33,86000754.0,4672420964.82,24000000.0,1877100000.0,6525520964.82
PAG,2017-12-31,2017,52.81,85877227.0,4535176357.87,45700000.0,2163200000.0,6652676357.87
PAG,2018-12-31,2018,46.59,85165367.0,3967854448.53,39400000.0,2216700000.0,6145154448.530001
PAG,2019-12-31,2019,48.15,82495045.0,3972136416.75,28100000.0,2360300000.0,6304336416.75
PATK,2009-12-31,2009,1.14,9198000.0,10485720.0,60000.0,23859000.0,34284720.0
PATK,2010-12-31,2010,0.91,9351000.0,8509410.0,1957000.0,36233000.0,42785410.0
PATK,2011-12-31,2011,2.36,9757000.0,23026520.0,550000.0,32954000.0,55430520.0
PATK,2012-12-31,2012,7.05,10558000.0,74433900.0,434000.0,49716000.0,123715900.0
PATK,2013-12-31,2013,15.9,10733000.0,170654700.0,34000.0,110000000.0,280620700.0
PATK,2014-12-31,2014,19.11,10634000.0,203215740.0,123000.0,202154000.0,405246740.0
PATK,2015-12-31,2015,23.3,15323000.0,357025900.0,87000.0,204484000.0,561422900.0
PATK,2016-12-31,2016,54.37,15013000.0,816256810.0,6449000.0,272577000.0,1082384810.0
PATK,2017-12-31,2017,66.85,24230000.0,1619775499.9999998,2767000.0,353877000.0,1970885499.9999998
PATK,2018-12-31,2018,39.3,23995000.0,943003499.9999999,6895000.0,630501000.0,1566609500.0
PATK,2019-12-31,2019,52.35,23058000.0,1207086300.0,139390000.0,675354000.0,1743050300.0
PENN,2009-12-31,2009,6.1,96720058.0,589992353.8,713118000.0,86071000.0,-37054646.20000005
PENN,2010-12-31,2010,8.23,0.0,0.0,246385000.0,2171123000.0,1924738000.0
PENN,2011-12-31,2011,9.27,77991000.0,722976570.0,238440000.0,2043165000.0,2527701570.0
PENN,2012-12-31,2012,10.83,76345000.0,826816350.0,260467000.0,2730570000.0,3296919350.0
PENN,2013-12-31,2013,11.35,78111000.0,886559850.0,292995000.0,1050792000.0,1644356850.0
PENN,2014-12-31,2014,14.97,78425000.0,1174022250.0,208673000.0,1241430000.0,2206779250.0
PENN,2015-12-31,2015,14.13,80003000.0,1130442390.0,237009000.0,1710959000.0,2604392390.0
PENN,2016-12-31,2016,13.84,82929000.0,1147737360.0,229510000.0,1415534000.0,2333761360.0
PENN,2017-12-31,2017,32.01,90854000.0,2908236540.0,277953000.0,1250237000.0,3880520540.0
PENN,2018-12-31,2018,24.26,97105000.0,2355767300.0,479598000.0,2412228000.0,4288397300.0
PENN,2019-12-31,2019,30.87,115700000.0,3571659000.0,437400000.0,2385100000.0,5519359000.0
PHM,2009-12-31,2009,10.52,274327000.0,2885920040.0,1858234000.0,18394000.0,1046080040.0
PHM,2010-12-31,2010,8.08,378585000.0,3058966800.0,1470625000.0,0.0,1588341800.0
PHM,2011-12-31,2011,7.63,379877000.0,2898461510.0,1083071000.0,0.0,1815390510.0
PHM,2012-03-31,2012,9.84,0.0,0.0,1211735000.0,0.0,-1211735000.0
PHM,2013-12-31,2013,19.77,383077000.0,7573432290.0,1580329000.0,105664000.0,6098767290.0
PHM,2014-12-31,2014,20.59,370377000.0,7626062430.0,1292862000.0,280482000.0,6613682430.0
PHM,2015-12-31,2015,16.76,356576000.0,5976213760.000001,754161000.0,767877000.0,5989929760.000001
PHM,2016-12-31,2016,21.39,339747000.0,7267188330.0,698882000.0,331621000.0,6899927330.0
PHM,2017-12-31,2017,32.72,305089000.0,9982512080.0,272683000.0,3444771000.0,13154600080.0
PHM,2018-12-31,2018,27.24,283578000.0,7724664720.0,1110088000.0,3376478000.0,9991054720.0
PHM,2019-12-31,2019,45.68,275734000.0,12595529120.0,1217913000.0,2765040000.0,14142656120.0
PII,2009-12-31,2009,22.11,32399000.0,716341890.0,140240000.0,0.0,576101890.0
PII,2010-12-31,2010,37.49,0.0,0.0,393927000.0,100000000.0,-293927000.0
PII,2011-12-31,2011,64.03,68792000.0,4404751760.0,325336000.0,7253000.0,4086668760.0
PII,2012-12-31,2012,86.45,68849000.0,5951996050.0,417015000.0,7179000.0,5542160050.0
PII,2013-12-31,2013,127.69,68535000.0,8751234150.0,92248000.0,7123000.0,8666109150.0
PII,2014-12-31,2014,144.59,66175000.0,9568243250.0,137600000.0,26148000.0,9456791250.0
PII,2015-12-31,2015,73.84,66020000.0,4874916800.0,155349000.0,24719000.0,4744286800.0
PII,2016-12-31,2016,83.55,64296000.0,5371930800.0,127325000.0,21385000.0,5265990800.0
PII,2017-12-31,2017,116.4,62916000.0,7323422400.0,138345000.0,66097000.0,7251174400.0
PII,2018-12-31,2018,84.58,62513000.0,5287349540.0,161164000.0,82683000.0,5208868540.0
PII,2019-12-31,2019,94.5,61437000.0,5805796500.0,157064000.0,181509000.0,5830241500.0
PKG,2009-12-31,2009,22.04,101577000.0,2238757080.0,260727000.0,218000000.0,2196030080.0
PKG,2010-12-31,2010,28.02,0.0,0.0,196556000.0,218000000.0,21444000.0
PKG,2011-12-31,2011,28.33,99281000.0,2812630730.0,156313000.0,794166000.0,3450483730.0
PKG,2012-12-31,2012,38.6,96384000.0,3720422400.0,207393000.0,793630000.0,4306659400.0
PKG,2013-12-31,2013,63.98,96579000.0,6179124420.0,190960000.0,2547845000.0,8536009420.0
PKG,2014-12-31,2014,75.85,97000000.0,7357449999.999999,124900000.0,2355400000.0,9587950000.0
PKG,2015-12-31,2015,50.83,96600000.0,4910178000.0,184200000.0,2309200000.0,7035178000.0
PKG,2016-12-31,2016,85.19,94226326.0,8027140711.94,239300000.0,2667400000.0,10455240711.939999
PKG,2017-02-28,2017,91.11,0.0,0.0,239000000.0,25000000.0,-214000000.0
PKG,2018-12-31,2018,92.92,93700000.0,8706604000.0,361500000.0,2483700000.0,10828804000.0
PKG,2019-12-31,2019,99.62,93800000.0,9344356000.0,679500000.0,2539400000.0,11204256000.0
PLCE,2009-01-31,2009,17.99,29173000.0,524822269.99999994,226206000.0,100496000.0,399112269.99999994
PLCE,2010-01-30,2010,39.18,28805000.0,1128579900.0,168380000.0,88757000.0,1048956900.0
PLCE,2011-01-29,2011,45.7,27084000.0,1237738800.0,183657000.0,94394000.0,1148475800.0
PLCE,2012-01-28,2012,49.98,25459000.0,1272440820.0,176655000.0,128869000.0,1224654820.0
PLCE,2013-02-02,2013,45.54,24092000.0,1097149680.0,194128000.0,130298000.0,1033319680.0
PLCE,2014-02-01,2014,54.34,22537000.0,1224660580.0,173997000.0,99663000.0,1150326580.0
PLCE,2015-01-31,2015,58.0,21681000.0,1257498000.0,173291000.0,89314000.0,1173521000.0
PLCE,2016-01-30,2016,68.14,20438000.0,1392645320.0,187534000.0,77350000.0,1282461320.0
PLCE,2017-01-28,2017,102.3,18584000.0,1901143200.0,193709000.0,76508000.0,1783942200.0
PLCE,2018-02-03,2018,138.4,17569000.0,2431549600.0,244519000.0,73885000.0,2260915600.0
PLCE,2019-02-02,2019,84.82,16542000.0,1403092440.0,69136000.0,93190000.0,1427146440.0
POOL,2009-12-31,2009,18.36,48649000.0,893195640.0,15843000.0,33886000.0,911238640.0
POOL,2010-12-31,2010,24.35,49469000.0,1204570150.0,9721000.0,198700000.0,1393549150.0
POOL,2011-12-31,2011,33.91,48158000.0,1633037779.9999998,17487000.0,247300000.0,1862850779.9999998
POOL,2012-12-31,2012,45.6,46937000.0,2140327200.0,12463000.0,230882000.0,2358746200.0
POOL,2013-12-31,2013,54.37,46282000.0,2516352340.0,8006000.0,246418000.0,2754764340.0
POOL,2014-12-31,2014,62.21,44281000.0,2754721010.0,14830000.0,319309000.0,3059200010.0
POOL,2015-12-31,2015,84.5,43105000.0,3642372500.0,13237000.0,328015000.0,3957150500.0
POOL,2016-12-31,2016,104.93,41872000.0,4393628960.0,21956000.0,438042000.0,4809714960.0
POOL,2017-12-31,2017,134.86,40838000.0,5507412680.000001,29940000.0,519650000.0,5997122680.000001
POOL,2018-12-31,2018,150.6,40311000.0,6070836600.0,16358000.0,666761000.0,6721239600.0
